id,sentence,aspects_str
559,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,"[{'type': 'term', 'term': 'brunch', 'polarity': 'positive'}, {'type': 'term', 'term': 'mimosas', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,"[{'type': 'term', 'term': 'prices', 'polarity': 'negative'}, {'type': 'term', 'term': 'prices', 'polarity': 'negative'}, {'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
3262,They're terrific!!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
588,"The service was excellent, the food was excellent, but the entire experience was very cool.","[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2289,The service is good and the resturant is clean.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
527,"Great spot, whether looking for a couple of drinks or quiet dinner.","[{'type': 'term', 'term': 'drinks', 'polarity': 'positive'}, {'type': 'term', 'term': 'dinner', 'polarity': 'positive'}, {'type': 'term', 'term': 'spot', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2478,Just stick with the small dishes!,"[{'type': 'term', 'term': 'dishes', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.","[{'type': 'term', 'term': 'cafe', 'polarity': 'positive'}, {'type': 'term', 'term': 'outdoor chairs', 'polarity': 'positive'}, {'type': 'term', 'term': 'tables', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1642,I've rarely had a problem with slow staff in the 10 years I've been going.,"[{'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1766,Food is excellent.,"[{'type': 'term', 'term': 'Food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2275,"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.","[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1233,They outshine HH.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,"[{'type': 'term', 'term': 'salads', 'polarity': 'positive'}, {'type': 'term', 'term': 'lettuce', 'polarity': 'neutral'}, {'type': 'term', 'term': 'walnuts', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2323,Excellent lunch buffet for only $6.95.,"[{'type': 'term', 'term': 'lunch buffet', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
413,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2281,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.","[{'type': 'term', 'term': 'cuisine', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
983,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.","[{'type': 'term', 'term': 'priced', 'polarity': 'positive'}, {'type': 'term', 'term': 'dinner', 'polarity': 'positive'}, {'type': 'term', 'term': 'lunch', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
2928,Problem is nothing at Prune is particularly memorable.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2571,"Ambience is so cute and quaint, good for business although we were there on vacation.","[{'type': 'term', 'term': 'Ambience', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2122,"The portion sizes here are huge, and the sushi is good.","[{'type': 'term', 'term': 'portion sizes', 'polarity': 'positive'}, {'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
659,Just wish they'd expand.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2350,My boyfriend ate tuna and it was cooked perfectly!,"[{'type': 'term', 'term': 'tuna', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1119,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.","[{'type': 'term', 'term': 'menu', 'polarity': 'neutral'}, {'type': 'term', 'term': 'pad thai', 'polarity': 'neutral'}, {'type': 'term', 'term': 'tom yum soup', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1158,"Good food at the restaurant (a bit expensive, but great if you want to impress your date).","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"[{'type': 'term', 'term': 'caviar', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2285,You can't say its cheap because food is cheaper in Chinatown.,"[{'type': 'term', 'term': 'food', 'polarity': 'conflict'}, {'type': 'category', 'category': 'price', 'polarity': 'conflict'}]"
3254,I have eaten there 3-4 times and the food was always good.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1351,keep up the good work.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2216,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.","[{'type': 'term', 'term': 'wait', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1467,"great eats, good times.","[{'type': 'term', 'term': 'eats', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
555,Make sure you try this place as often as you can.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
970,"Grilled whole fish wonderful, great spicing.","[{'type': 'term', 'term': 'fish', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3506,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.","[{'type': 'term', 'term': 'Tuscan cuisine', 'polarity': 'conflict'}, {'type': 'term', 'term': 'Neapolitan fare', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!","[{'type': 'term', 'term': 'entrees', 'polarity': 'negative'}, {'type': 'term', 'term': 'summer rolls', 'polarity': 'positive'}, {'type': 'term', 'term': 'owner', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2314,The service was great as well.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
397,Try the lobster teriyaki and the rose special roll.,"[{'type': 'term', 'term': 'lobster teriyaki', 'polarity': 'positive'}, {'type': 'term', 'term': 'rose special roll', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1395,Another plus is most of the entrees are approx.,"[{'type': 'term', 'term': 'entrees', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2246,I will go back to Suan soon!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
60,Loved it!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2987,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'atmosphere', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
463,We were pleasantly surprised.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3457,From the moment we walked in they were more than accomodating even though the place was packed.,"[{'type': 'term', 'term': 'place', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
3473,"It is LOUD, HOT and DARK.","[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
938,"I found the food, service and value exceptional everytime I have been there.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'value', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
3177,We ate at this Thai place following the reviews but very unhappy with the foods.,"[{'type': 'term', 'term': 'foods', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
2931,"The food is definitely good, but I left a bit disappointed.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
3017,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!","[{'type': 'term', 'term': 'glass of wine', 'polarity': 'neutral'}, {'type': 'term', 'term': 'glass of beer', 'polarity': 'neutral'}, {'type': 'term', 'term': 'dinner', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1366,"The drinks are a saving grace, but service staff, please, get over yourselves.","[{'type': 'term', 'term': 'drinks', 'polarity': 'positive'}, {'type': 'term', 'term': 'service staff', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1613,It was wonderful.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2309,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,"[{'type': 'term', 'term': 'delivery guys', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1905,Will give it another chance before I write it off.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2785,The all-Italian staff is warm and engaging from the start.,"[{'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1946,Village is one of those places that scores on all fronts.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1638,The prices are exceptionally reasonable for food of this caliber.,"[{'type': 'term', 'term': 'prices', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2472,If you go here - your focus should be the Tamarind Margaritas.,"[{'type': 'term', 'term': 'Tamarind Margaritas', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
544,It is the best hidden spot there and I rave about it to everyone.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
